-6.399,2.202,-2.712,7.179,9.774,-2.753,11.371,-1.790,5.649,3.023,2.570,-1.562,-16.545,-0.144,-0.302,-0.269,0.244,-1.651,-0.431,0.876,0.682,1.028,0.202,0.218,2.024,-0.095,-0.114,-0.040,0.015,-0.158,0.342,0.535,-0.239,-0.509,-0.174,0.171,-0.047,-0.395,0.044
-6.382,0.827,-1.394,8.705,5.389,-3.446,10.582,-1.659,7.795,4.029,2.308,1.530,-16.501,-0.357,-0.384,-0.246,0.092,-1.090,0.428,0.445,0.051,1.306,0.843,0.582,1.828,-0.013,-0.076,0.072,0.076,-0.346,0.435,0.648,-0.332,-0.774,-0.398,0.209,-0.164,-0.991,0.089
-7.125,1.381,-4.717,7.637,3.712,-4.560,16.144,1.555,9.713,3.528,3.792,7.012,-17.042,-0.609,-0.462,-0.206,-0.469,-0.222,1.818,-0.102,-1.549,0.016,0.734,-0.196,0.146,0.084,-0.022,0.096,0.149,-0.260,0.414,0.406,-0.289,-0.480,-0.351,0.120,-0.130,-1.175,0.118
-7.820,0.691,-2.939,7.412,7.354,0.291,11.208,-3.206,10.145,6.987,4.868,3.293,-16.360,-0.291,0.140,0.079,-1.130,-0.193,1.684,-0.296,-2.072,-0.456,0.980,-0.394,-1.992,0.260,0.042,0.114,0.065,-0.053,0.234,-0.172,0.171,0.359,-0.493,-0.291,0.184,-0.616,0.111
-8.727,-0.041,-2.971,5.482,7.682,4.466,10.548,-8.762,4.555,5.213,0.307,-1.713,-16.195,-0.285,-0.085,0.315,-0.443,-0.031,0.970,-0.197,-0.656,0.152,0.732,0.058,-1.940,0.359,0.138,0.075,-0.095,0.206,0.082,-0.651,0.270,0.786,-0.220,-0.456,0.573,0.484,0.098
-7.035,2.239,-1.872,4.132,2.440,0.460,11.903,-6.859,8.092,8.086,2.080,-4.066,-15.623,-0.308,-0.002,-0.183,-0.185,-0.016,-0.006,1.350,1.397,-1.227,-0.611,1.374,-0.206,0.407,0.130,-0.255,-0.263,0.275,-0.092,-1.028,-0.130,0.591,-0.606,-0.772,0.449,1.228,0.155
-8.942,0.180,-3.678,7.063,6.013,0.206,14.813,0.101,11.502,6.637,5.477,0.989,-15.618,0.091,-0.018,-0.552,0.091,0.098,-0.593,0.424,0.647,-0.698,-0.750,1.784,1.673,0.501,0.104,-0.199,-0.148,0.151,-0.305,-1.029,-0.562,-0.229,-0.586,-0.715,-0.055,1.127,0.180
-9.250,0.570,-3.501,5.699,8.111,2.391,15.824,-0.651,0.539,3.218,9.155,0.911,-14.615,0.173,-1.167,-0.803,-0.023,-0.718,-2.674,-1.257,0.234,-3.061,-2.142,0.987,2.344,0.963,-0.055,-0.015,0.116,0.159,-0.251,-0.591,-0.627,-0.805,0.300,-0.135,-0.627,0.205,0.073
-7.162,0.702,-4.917,5.150,5.338,0.536,10.706,-8.629,4.843,3.895,5.691,4.165,-14.192,-0.005,-0.498,-0.114,0.229,-1.205,-2.840,-1.705,-1.221,-1.858,-2.078,-0.023,2.420,0.979,-0.338,0.323,0.299,0.163,0.196,0.467,0.083,-0.433,0.819,0.540,-0.447,-0.792,-0.111
-7.059,-3.859,-5.268,4.971,-0.812,-13.073,7.671,-1.324,-3.884,-1.251,6.905,6.065,-11.521,-0.533,0.164,0.179,0.539,-0.618,-1.838,-0.722,-1.694,0.855,-0.620,-0.857,0.445,0.533,-0.396,0.486,0.137,-0.077,0.691,1.540,0.660,-0.147,1.828,1.353,-0.063,-1.071,-0.314
-10.064,-0.095,-3.365,8.574,4.450,-6.260,10.364,-5.668,4.424,-1.517,6.488,10.513,-12.272,-1.248,0.932,0.453,0.623,1.029,1.323,0.573,-0.552,1.437,1.188,0.470,-1.338,0.161,-0.135,0.064,-0.135,-0.486,0.283,1.246,0.496,0.575,1.165,1.422,0.345,-0.818,-0.230
-10.463,1.788,-3.384,6.684,5.466,-3.402,12.385,-10.601,5.023,2.823,4.470,-0.036,-12.910,-1.186,0.547,-0.403,-0.606,1.622,2.944,0.903,-0.837,4.431,2.989,0.427,-1.134,-0.197,0.134,-0.343,-0.138,-0.608,-0.213,0.247,0.022,0.890,-0.153,0.665,0.206,0.144,-0.003
-11.700,2.541,-3.592,7.409,7.343,2.318,11.212,-6.749,7.573,7.798,9.260,0.523,-12.692,-0.352,-0.370,-0.497,-1.629,-0.908,0.998,-0.039,1.226,2.177,3.230,1.061,-0.881,0.194,0.360,-0.142,0.392,-0.626,-0.643,-0.808,-0.321,0.473,-1.063,-0.599,-0.531,0.402,0.513
-12.172,-2.443,-7.170,2.521,5.850,-2.642,11.761,-4.970,16.698,9.034,7.652,5.388,-12.297,-0.310,-0.899,-0.037,-1.373,-0.713,-0.443,-0.308,1.867,-0.282,1.683,-0.125,0.936,0.501,0.291,0.541,1.072,-0.387,-0.510,-0.831,-0.277,0.072,-1.557,-1.530,-0.773,-0.102,0.938
-10.970,0.171,-3.959,2.511,-0.284,-1.649,10.481,-2.353,9.470,11.526,10.202,3.396,-11.607,0.112,0.943,2.232,-2.125,-1.020,-1.025,-0.428,0.460,-1.521,-1.154,-1.908,-0.365,2.378,0.197,0.801,1.263,-0.137,0.045,0.059,-0.106,-0.646,-0.363,-1.933,-0.696,-0.524,0.950
-12.379,-1.524,-3.385,2.267,5.713,-3.632,11.213,-3.466,2.667,9.374,3.375,3.210,-10.950,0.037,2.594,3.595,-2.296,-0.872,-0.197,-0.288,-0.095,-1.506,-2.472,-1.956,-1.901,3.401,0.265,0.261,0.534,0.293,0.018,0.475,0.056,-0.637,0.734,-1.257,0.334,-0.380,0.420
-11.036,6.798,5.676,-3.089,2.311,-2.311,9.346,-5.203,6.984,1.859,1.860,-0.214,-1.475,0.460,1.889,4.003,-1.852,-0.602,1.170,-0.579,-1.023,0.972,-4.357,-1.501,-2.085,3.492,0.182,-0.917,-0.700,1.003,0.222,0.222,0.657,0.436,0.561,-0.055,1.179,0.122,-0.510
-11.953,7.213,5.986,-6.158,0.192,-3.298,10.887,-4.021,10.410,1.509,2.045,-2.310,-0.356,0.841,-0.066,1.749,-0.044,-0.833,0.835,0.047,-0.578,2.142,-3.003,1.340,-0.101,2.044,0.038,-1.279,-1.329,1.318,0.496,-0.375,0.747,0.989,-0.301,0.615,0.803,0.401,-0.897
-8.882,5.248,11.372,-2.540,-0.532,4.036,7.747,-7.191,10.460,-6.327,3.362,-4.268,0.556,0.618,-2.311,-0.347,1.764,0.072,-0.431,2.691,2.880,-0.539,-1.163,2.339,-0.654,0.507,-0.334,-0.893,-1.535,0.866,0.439,-0.805,0.429,1.049,-1.126,1.365,0.121,0.310,-0.889
-9.252,-1.080,2.511,1.772,2.972,-2.631,12.246,-5.363,11.637,-1.546,9.323,4.730,-1.747,0.146,-1.702,-0.878,2.484,1.273,-1.270,1.811,2.897,-2.258,-0.996,0.137,-0.609,0.409,-0.478,-0.181,-0.793,-0.201,0.026,-0.268,-0.423,0.203,-1.028,1.162,-0.568,0.026,-0.571
