-2.730,3.795,-5.060,5.662,3.574,5.043,8.996,3.587,9.044,9.310,6.563,3.272,-19.575,-0.014,-0.569,-0.518,-0.468,0.845,-0.869,0.474,0.399,0.954,0.119,-0.940,-1.144,0.092,-0.134,0.158,-0.021,0.251,0.203,0.221,0.113,-0.279,-0.291,-0.087,0.676,0.790,-0.027
-3.401,0.972,-6.975,6.116,6.396,3.364,8.198,2.202,8.106,5.117,2.332,-1.771,-18.636,-0.388,-0.455,-0.697,0.504,1.578,-0.687,1.008,0.507,0.562,0.541,0.270,0.568,-0.022,-0.092,0.346,0.144,0.195,0.193,0.530,-0.065,-0.414,-0.641,-0.366,0.831,0.960,-0.001
-2.466,2.360,-6.696,3.095,6.391,1.537,11.766,6.273,14.282,12.002,3.981,0.075,-19.583,-0.498,0.164,-0.532,0.303,1.493,0.144,0.773,-1.051,-0.306,-0.529,1.833,1.951,0.015,-0.033,0.309,0.295,0.091,-0.188,0.240,-0.500,-0.419,-0.614,-0.477,0.590,0.663,0.053
-4.802,2.238,-7.728,9.467,10.055,3.362,12.651,4.777,9.235,10.668,9.205,7.708,-19.683,-0.231,0.795,0.208,0.121,1.487,1.272,0.000,-0.945,-1.622,-1.385,1.830,2.109,0.125,0.120,0.093,0.337,-0.242,-0.619,-0.191,-0.610,0.043,-0.199,-0.347,-0.284,-0.282,0.100
-4.520,3.982,-7.346,5.501,9.207,5.766,10.636,-2.956,6.950,3.890,12.294,8.287,-18.977,-0.259,0.352,0.503,0.179,-0.049,-0.646,-1.523,-0.970,-1.027,-1.303,1.229,1.402,0.283,0.058,-0.229,0.266,-0.037,-0.649,-0.332,-0.098,0.636,0.370,0.095,-1.100,-0.856,0.078
-3.528,4.138,-5.609,5.517,12.424,7.611,8.763,2.090,3.660,2.249,7.325,4.667,-18.316,0.095,-0.083,0.470,-0.641,-0.744,-1.246,-0.896,0.683,-0.074,-0.808,-0.847,-0.567,0.342,-0.121,-0.366,0.081,0.014,-0.488,-0.405,0.355,0.197,0.617,0.521,-0.727,-0.763,0.081
-4.400,3.171,-5.240,5.965,4.961,-3.819,6.096,2.767,11.936,9.699,11.066,8.608,-18.852,-0.369,-0.542,0.666,0.498,-0.637,-0.256,0.732,1.315,0.772,-0.342,-2.328,-0.992,0.298,-0.121,-0.194,-0.016,-0.191,-0.017,0.169,0.461,-0.373,0.200,0.394,0.002,-0.437,0.145
-4.386,2.230,-6.429,6.029,8.457,1.922,10.442,5.328,6.372,3.725,5.587,4.712,-18.033,-0.781,-0.590,0.531,0.030,-0.659,-0.946,0.650,-1.104,0.566,0.741,-0.026,-0.509,0.524,-0.092,0.008,-0.111,-0.307,-0.006,0.111,-0.050,-1.136,-0.269,0.382,0.684,-0.117,0.185
-5.938,2.226,-3.603,7.735,8.005,7.330,13.455,1.998,9.454,1.443,1.524,3.303,-17.626,-0.429,-0.364,0.391,-1.111,-0.175,0.050,0.011,-1.944,-0.347,-0.107,0.829,-0.814,0.915,0.042,0.257,-0.387,-0.402,-0.104,-0.103,-0.613,-0.855,-0.668,0.296,0.618,-0.034,0.224
-6.665,1.663,-3.771,4.781,7.610,-2.693,8.336,-3.045,7.729,10.085,11.965,4.775,-16.308,-0.338,-0.130,0.050,-1.369,-1.007,-0.847,-0.787,-3.366,-0.858,0.984,0.994,-1.240,0.961,-0.360,0.495,-0.497,0.243,0.043,0.340,-0.394,0.141,-0.338,-0.332,-0.255,-0.062,0.378
-5.405,1.636,-4.614,1.033,4.508,-1.263,7.204,-2.765,9.523,5.982,12.019,4.505,-15.139,-0.379,0.514,-1.028,-0.815,-0.983,-0.818,-1.613,-1.830,-1.854,1.017,0.252,-0.796,1.202,-0.812,0.587,-0.505,0.722,0.155,0.353,0.213,0.962,0.470,-0.364,-0.260,0.150,0.416
-6.340,1.877,-5.674,2.533,5.172,1.984,9.631,-9.120,2.045,6.375,5.309,-2.091,-14.472,-2.604,1.446,-1.245,1.097,-0.040,1.187,-0.509,-0.456,-0.372,-1.482,-1.012,-0.826,2.271,-0.523,0.155,-0.201,0.369,0.184,0.089,0.644,1.195,1.028,-0.460,0.146,0.621,0.121
-7.996,4.688,-7.791,4.786,4.308,0.898,4.740,-4.113,3.025,8.383,6.109,2.756,-12.533,-3.357,1.784,-1.489,1.266,0.118,0.800,0.934,1.411,1.759,-0.696,0.531,-0.271,2.341,0.285,-0.551,0.362,-0.170,0.115,-0.485,0.720,0.373,0.694,-0.234,0.170,0.350,-0.400
-18.388,7.366,-8.404,8.389,7.511,2.160,7.023,-4.652,9.118,1.474,9.859,1.520,-6.256,-1.466,0.009,-0.722,-0.564,-0.638,-1.213,1.160,0.991,2.473,-0.461,1.585,1.603,0.995,1.400,-0.994,0.724,-0.605,0.022,-1.014,0.062,-0.380,-0.564,0.574,-0.150,0.068,-0.893
-16.168,7.811,-10.691,4.437,3.927,2.647,13.181,2.054,14.784,4.952,12.401,1.345,-7.541,0.476,-1.524,0.521,-0.834,-0.108,-2.045,1.151,-0.690,0.192,-0.663,-0.197,-0.261,-0.158,1.359,-0.853,0.929,-0.460,0.412,-0.206,-0.278,-0.328,-1.488,0.228,-0.770,-0.236,-0.518
-9.584,0.360,-7.836,-0.112,2.169,-4.954,11.213,-7.249,8.530,5.784,10.090,6.630,-11.989,2.481,-1.869,1.373,-0.878,0.185,-2.461,-0.307,-1.304,-2.409,1.370,-1.399,-0.491,-0.945,0.444,-0.093,0.611,-0.282,0.667,1.132,0.116,0.854,-1.423,-0.351,-0.677,-0.503,0.560
-10.020,0.573,-5.470,4.866,6.440,-5.773,8.399,-6.265,4.279,2.913,5.009,-1.105,-10.456,1.466,-1.544,2.111,-0.878,1.765,0.393,0.277,0.919,-3.239,-0.471,-1.827,-0.404,0.722,-0.314,0.545,0.215,-0.647,0.235,1.279,0.072,1.745,-0.168,-0.669,0.180,0.102,1.082
-9.060,1.639,-4.149,3.785,7.178,-5.937,7.877,-7.010,2.325,9.340,6.562,0.290,-9.525,0.260,-0.448,1.537,-1.951,1.759,3.228,2.179,4.458,-2.925,-2.315,-0.986,-0.838,3.356,-0.637,0.630,-0.116,-0.291,-0.120,0.520,-0.376,0.958,1.118,-0.987,0.645,0.220,0.853
-9.099,-0.549,-1.981,-1.903,10.244,5.105,16.235,6.530,1.689,0.820,5.030,2.495,-5.164,0.015,0.491,1.513,-3.530,0.282,1.507,0.268,5.156,-0.391,-2.168,0.496,0.422,3.101,-0.319,0.359,-0.246,0.553,-0.498,-0.884,-1.325,-1.113,1.563,-0.227,0.476,0.038,-0.116
-8.744,-1.317,-1.897,-6.483,9.062,5.747,18.191,8.644,-4.801,-4.742,5.151,0.641,2.143,0.021,0.264,1.094,-1.007,0.324,-0.421,-2.180,1.370,1.755,-2.715,0.665,0.198,2.132,-0.013,-0.106,-0.034,1.393,-0.504,-1.581,-1.524,-2.056,1.274,0.391,-0.275,-0.136,-0.907
-10.100,4.503,0.968,-7.650,6.910,-4.081,4.585,11.690,5.888,-0.887,8.192,0.829,-0.786,-0.009,-0.103,1.102,1.413,-0.009,-2.200,-4.167,-3.100,2.237,-1.404,-0.272,-0.732,0.753,0.072,-0.517,-0.255,1.314,-0.395,-0.869,0.041,-1.138,-0.220,0.799,-0.657,-0.196,-0.753
